executed,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
1,SL,2022-09-24,92.6,-1.54,5.69,"deGrom, Jacob",664913,594798,,ball,,,,,14,Seth Brown lines out sharply to first baseman Pete Alonso.,R,L,R,OAK,NYM,B,,,2,2,2022,0.17,0.55,1.29,1.12,605353,669221,,2,4,Bot,,,,,621512,,,6.900673997203320,-134.74966531041300,-7.177676868349160,0.7869936971573950,25.345854036232200,-24.19396161296730,3.43,1.62,,,,93.7,2613,6.6,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.85,,,,,,,,39,5,Slider,5,4,5,4,4,5,5,4,Standard,Standard,140,0,0.044
0,SL,2022-09-24,93.2,-1.57,5.69,"deGrom, Jacob",664913,594798,,ball,,,,,14,Seth Brown lines out sharply to first baseman Pete Alonso.,R,L,R,OAK,NYM,B,,,1,0,2022,0.08,0.55,0.57,0.96,605353,669221,,2,4,Bot,,,,,621512,,,5.369509575275940,-135.6400175707840,-7.699012740232220,-0.05871730817508770,26.57192203228710,-24.013787583665000,3.47,1.66,,,,94.3,2517,6.7,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.79,,,,,,,,39,2,Slider,5,4,5,4,4,5,5,4,Standard,Standard,198,0,0.049
1,SL,2022-09-24,90.6,-1.6,5.67,"deGrom, Jacob",669221,594798,double,hit_into_play,,,,,8,Sean Murphy doubles (36) on a line drive to left fielder Jeff McNeil.   Vimael Machin to 3rd.,R,R,R,OAK,NYM,X,7,line_drive,0,0,2022,0.28,0.52,-0.09,1.78,,,605353,2,4,Bot,34.34,107.35,,,621512,,,3.193244787049060,-131.86435823188700,-4.946249498384830,2.59705289382382,27.258627469777200,-25.301709514390400,3.39,1.62,148,91.1,10,91.3,2441,6.7,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.84,0.683,0.637,1.25,1,1,1,4,38,1,Slider,5,4,5,4,4,5,5,4,Standard,Standard,162,0.032,0.782
0,SL,2022-09-24,90.6,-1.52,5.65,"deGrom, Jacob",605353,594798,,ball,,,,,14,Vimael Machin walks.,R,L,R,OAK,NYM,B,,,2,0,2022,0.5,0.46,1.11,0.34,,,,2,4,Bot,,,,,621512,,,5.5415713961871,-131.6751344385760,-8.373490341129890,4.7608463361072500,26.36986766589680,-25.287822585129800,3.09,1.54,,,,91.4,2619,6.7,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.81,,,,,,,,37,3,Slider,5,4,5,4,4,5,5,4,Standard,Standard,141,0,0.042
0,SL,2022-09-24,91.2,-1.6,5.61,"deGrom, Jacob",605353,594798,,ball,,,,,14,Vimael Machin walks.,R,L,R,OAK,NYM,B,,,1,0,2022,0.32,0.53,1.36,0.78,,,,2,4,Bot,,,,,621512,,,6.786915424275540,-132.63383118403900,-7.483652142076690,2.5559485193670800,25.178839706996100,-24.6191548610618,2.97,1.46,,,,92.2,2620,6.7,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.84,,,,,,,,37,2,Slider,5,4,5,4,4,5,5,4,Standard,Standard,173,0,0.023
1,SL,2022-09-24,91.2,-1.68,5.67,"deGrom, Jacob",669397,594798,strikeout,swinging_strike,,,,,14,Nick Allen strikes out swinging.,R,R,R,OAK,NYM,S,2,,0,2,2022,0.25,0.52,1.07,2.05,,,,0,4,Bot,,,,,621512,,,6.412660478151740,-132.74015087316800,-4.38503297114514,1.6355301978510500,26.91123421996280,-25.33694118294610,2.93,1.35,,,,91.9,2573,6.6,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.92,,,0,1,0,0,,35,3,Slider,5,4,5,4,4,5,5,4,Standard,Standard,124,-0.02,-0.141
0,SL,2022-09-24,91.4,-1.61,5.59,"deGrom, Jacob",672478,594798,,blocked_ball,,,,,14,Jordan Diaz flies out to right fielder Darin Ruf.,R,R,R,OAK,NYM,B,,,0,0,2022,0.24,0.42,1.33,0.28,,,669127,2,3,Bot,,,,,621512,,,6.937651705218260,-132.76512714775700,-8.45170302834783,1.404311741070000,27.944063493438300,-25.578719371476700,3,1.41,,,,91.9,2603,6.6,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.87,,,,,,,,30,1,Slider,5,4,5,4,4,5,5,4,Standard,Standard,165,0,0.032
0,SL,2022-09-24,91.7,-1.45,5.55,"deGrom, Jacob",669127,594798,,ball,,,,,14,Shea Langeliers walks.,R,R,R,OAK,NYM,B,,,2,1,2022,0.23,0.64,1.82,1.49,,,,2,3,Bot,,,,,621512,,,7.868938697004340,-133.41054955234000,-5.923855098264200,1.2255468690285700,25.54958540704030,-23.49465021464030,3.16,1.37,,,,93,2609,6.8,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.67,,,,,,,,29,4,Slider,5,4,5,4,4,5,5,4,Standard,Standard,146,0,0.039
1,SL,2022-09-24,90.9,-1.62,5.59,"deGrom, Jacob",669127,594798,,foul_tip,,,,,9,Shea Langeliers walks.,R,R,R,OAK,NYM,S,,,1,0,2022,0.37,0.17,0.75,2.01,,,,2,3,Bot,,,,,621512,,,5.146853220110230,-132.3220567551850,-3.429462409529420,3.2896410755681700,28.375639806334200,-29.665377173400000,3.31,1.5,,,,91.3,2632,6.5,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.99,,,,,,,,29,2,Slider,5,4,5,4,4,5,5,4,Standard,Standard,112,0,-0.021
0,SL,2022-09-24,92,-1.73,5.54,"deGrom, Jacob",669127,594798,,ball,,,,,14,Shea Langeliers walks.,R,R,R,OAK,NYM,B,,,0,0,2022,0.21,0.48,1.54,1.13,,,,2,3,Bot,,,,,621512,,,7.868573260346330,-133.8371014114790,-6.459473676730910,0.9339443473710930,26.488325771482200,-25.228820873664300,3.28,1.5,,,,92.8,2560,6.6,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.9,,,,,,,,29,1,Slider,5,4,5,4,4,5,5,4,Standard,Standard,154,0,0.015
0,SL,2022-09-24,92.8,-1.63,5.55,"deGrom, Jacob",660650,594798,,ball,,,,,14,Dermis Garcia strikes out swinging.,R,R,R,OAK,NYM,B,,,1,2,2022,0.31,0.47,1.51,0.47,,,,0,3,Bot,,,,,621512,,,7.373912663702720,-135.00078758257100,-8.357472529223450,2.4761580373723300,25.023317057882200,-24.937585369237600,3.58,1.72,,,,93.8,2626,6.6,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.92,,,,,,,,27,6,Slider,5,4,5,4,4,5,5,4,Standard,Standard,149,0,0.037
1,SL,2022-09-24,92.3,-1.71,5.57,"deGrom, Jacob",660650,594798,,foul,,,,,14,Dermis Garcia strikes out swinging.,R,R,R,OAK,NYM,S,,,1,2,2022,0.24,0.55,0.84,2.11,,,,0,3,Bot,,,,,621512,,,5.995913518851230,-134.29458028401700,-4.227092181754990,1.6414914471444200,27.58046429882420,-24.79185191477480,3.58,1.75,1,65.3,-54,92.8,2675,6.5,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,54,,,,,,,,27,4,Slider,5,4,5,4,4,5,5,4,Standard,Standard,135,0,0
1,SL,2022-09-24,93,-1.63,5.62,"deGrom, Jacob",660650,594798,,swinging_strike,,,,,14,Dermis Garcia strikes out swinging.,R,R,R,OAK,NYM,S,,,1,0,2022,0.44,0.53,0.8,1.1,,,,0,3,Bot,,,,,621512,,,5.314959682482010,-135.3737047113220,-7.091918404650260,4.406950181418870,26.314763806616600,-24.337508821297800,3.58,1.75,,,,94,2669,6.6,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.88,,,,,,,,27,2,Slider,5,4,5,4,4,5,5,4,Standard,Standard,134,0,-0.043
0,SL,2022-09-24,92.3,-1.58,5.52,"deGrom, Jacob",669221,594798,strikeout,swinging_strike,,,,,9,Sean Murphy strikes out swinging.,R,R,R,OAK,NYM,S,2,,2,2,2022,0.22,0.45,0.72,1.52,,,,2,2,Bot,,,,,621512,,,5.417428245193740,-134.31111894683700,-5.43268989379675,1.6216795694935600,27.312961847464000,-25.7376201382297,3.39,1.62,,,,93.1,2662,6.6,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.86,,,0,1,0,0,,22,5,Slider,4,4,4,4,4,4,4,4,Standard,Standard,142,-0.011,-0.083
0,SL,2022-09-24,92.1,-1.57,5.59,"deGrom, Jacob",669221,594798,,swinging_strike,,,,,14,Sean Murphy strikes out swinging.,R,R,R,OAK,NYM,S,,,2,1,2022,0.08,0.55,0.96,1.62,,,,2,2,Bot,,,,,621512,,,6.313729543388770,-134.0106249966300,-5.496845581722530,-0.4405162040201790,28.804491849928300,-24.501046528347600,3.39,1.62,,,,92.9,2664,6.7,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.75,,,,,,,,22,4,Slider,4,4,4,4,4,4,4,4,Standard,Standard,157,0,-0.031
0,SL,2022-09-24,93.2,-1.7,5.54,"deGrom, Jacob",669221,594798,,ball,,,,,14,Sean Murphy strikes out swinging.,R,R,R,OAK,NYM,B,,,0,0,2022,0.32,0.48,1.58,0.48,,,,2,2,Bot,,,,,621512,,,7.775633635619310,-135.4003594078930,-8.384713628092920,2.442888354402250,26.497925570868800,-24.69973941775930,3.39,1.54,,,,94.1,2564,6.7,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.84,,,,,,,,22,1,Slider,4,4,4,4,4,4,4,4,Standard,Standard,152,0,0.015
0,SL,2022-09-24,93,-1.64,5.56,"deGrom, Jacob",605353,594798,,ball,,,,,14,"Vimael Machin grounds out, first baseman Pete Alonso to pitcher Jacob deGrom.",R,L,R,OAK,NYM,B,,,0,1,2022,0.43,0.3,1.23,-0.06,,,,1,2,Bot,,,,,621512,,,6.442521365895410,-135.07915054926400,-9.352962589458860,3.892145754914080,27.94964889369800,-26.686204279679600,2.95,1.52,,,,93.6,2717,6.6,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.88,,,,,,,,21,2,Slider,4,4,4,4,4,4,4,4,Standard,Standard,167,0,0.016
1,SL,2022-09-24,92.9,-1.52,5.64,"deGrom, Jacob",669397,594798,strikeout,swinging_strike,,,,,14,Nick Allen strikes out swinging.,R,R,R,OAK,NYM,S,2,,1,2,2022,0.22,0.71,0.82,1.15,669127,,672478,2,1,Bot,,,,,621512,,,5.577101832628630,-135.18079836777600,-7.377276705726570,1.5708103648082800,26.908147974993000,-22.121235681563100,2.93,1.35,,,,94,2530,6.7,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.75,,,0,1,0,0,,15,4,Slider,4,3,4,3,3,4,4,3,Standard,Standard,175,-0.041,-0.339
0,SL,2022-09-24,93.3,-1.56,5.65,"deGrom, Jacob",669397,594798,,called_strike,,,,,12,Nick Allen strikes out swinging.,R,R,R,OAK,NYM,S,,,1,1,2022,0.42,0.77,1.05,3.16,669127,,672478,2,1,Bot,,,,,621512,,,5.819128594531430,-135.88843813242100,-2.4238226390094700,4.041321141167490,27.598120266022300,-22.25211282260260,2.9,1.32,,,,94.1,2609,6.6,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.94,,,,,,,,15,3,Slider,4,3,4,3,3,4,4,3,Standard,Standard,156,0,-0.108
0,SL,2022-09-24,92.5,-1.51,5.67,"deGrom, Jacob",669397,594798,,ball,,,,,12,Nick Allen strikes out swinging.,R,R,R,OAK,NYM,B,,,0,1,2022,0.47,0.72,1.76,2.39,669127,,672478,2,1,Bot,,,,,621512,,,7.346803369640640,-134.5593385474910,-4.200792767152760,4.295270492324870,27.36721014235550,-22.677531608412600,2.93,1.33,,,,93.4,2535,6.7,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.78,,,,,,,,15,2,Slider,4,3,4,3,3,4,4,3,Standard,Standard,161,0,0.052
0,SL,2022-09-24,93.1,-1.57,5.69,"deGrom, Jacob",669397,594798,,swinging_strike,,,,,3,Nick Allen strikes out swinging.,R,R,R,OAK,NYM,S,,,0,0,2022,0.17,0.76,0.31,2.55,669127,,672478,2,1,Bot,,,,,621512,,,4.469854664447710,-135.6624634384940,-4.027921677952700,1.2179850430834600,27.682019687835600,-22.064069876468500,2.93,1.35,,,,94,2430,6.6,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.89,,,,,,,,15,1,Slider,4,3,4,3,3,4,4,3,Standard,Standard,171,0,-0.078
0,SL,2022-09-24,93.1,-1.53,5.66,"deGrom, Jacob",660650,594798,double,hit_into_play,,,,,6,Dermis Garcia doubles (6) on a sharp line drive to left fielder Jeff McNeil.   Vimael Machin scores.    Sean Murphy scores.    Seth Brown to 3rd.,R,R,R,OAK,NYM,X,7,line_drive,2,1,2022,0.24,0.32,0.35,2.5,605353,669221,664913,1,1,Bot,55.67,75.29,,,621512,,,4.331151487290610,-135.70103994492000,-3.130742555333490,2.133358530691180,27.395715945187300,-27.72083363356110,3.58,1.75,337,102.6,18,94.1,2523,6.6,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.91,0.449,0.537,1.25,1,1,1,5,11,4,Slider,0,3,0,3,3,2,2,3,Standard,Standard,141,0.179,1.851
0,SL,2022-09-24,92.9,-1.51,5.62,"deGrom, Jacob",660650,594798,,ball,,,,,14,Dermis Garcia doubles (6) on a sharp line drive to left fielder Jeff McNeil.   Vimael Machin scores.    Sean Murphy scores.    Seth Brown to 3rd.,R,R,R,OAK,NYM,B,,,0,1,2022,0.15,0.28,1.27,1.4,605353,669221,664913,1,1,Bot,,,,,621512,,,6.843472275964190,-135.1907730824440,-5.711003976571710,0.5117328447775980,27.18166578926300,-27.798862429030700,3.58,1.7,,,,93.9,2515,6.7,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.82,,,,,,,,11,2,Slider,0,3,0,3,3,0,0,3,Standard,Standard,144,0,0.013
1,SL,2022-09-24,92.5,-1.58,5.62,"deGrom, Jacob",660650,594798,,swinging_strike,,,,,9,Dermis Garcia doubles (6) on a sharp line drive to left fielder Jeff McNeil.   Vimael Machin scores.    Sean Murphy scores.    Seth Brown to 3rd.,R,R,R,OAK,NYM,S,,,0,0,2022,0.2,0.3,0.69,1.69,605353,669221,664913,1,1,Bot,,,,,621512,,,5.401735391822030,-134.70079821891100,-4.969726859877290,1.3761069252393500,27.213549472216100,-27.637415097844100,3.58,1.75,,,,93.5,2524,6.7,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.83,,,,,,,,11,1,Slider,0,3,0,3,3,0,0,3,Standard,Standard,142,0,-0.073
1,SL,2022-09-24,91.5,-1.62,5.7,"deGrom, Jacob",664913,594798,,foul,,,,,9,Seth Brown walks.   Vimael Machin to 3rd.    Sean Murphy to 2nd.,R,L,R,OAK,NYM,S,,,3,1,2022,0.31,0.52,0.67,2.08,,605353,669221,1,1,Bot,,,,,621512,,,5.127542580626030,-133.28227596381500,-4.533636048396270,2.923361157430900,22.783352605590100,-25.279071920948200,3.37,1.66,116,107.2,6,92.9,2590,6.6,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.88,,,,,,,,10,5,Slider,0,3,0,3,3,0,0,3,Standard,Standard,134,0,-0.137
0,SL,2022-09-24,92.9,-1.66,5.61,"deGrom, Jacob",664913,594798,,blocked_ball,,,,,14,Seth Brown walks.   Vimael Machin to 3rd.    Sean Murphy to 2nd.,R,L,R,OAK,NYM,B,,,0,1,2022,-0.11,0.4,1.51,0.04,,605353,669221,1,1,Bot,,,,,621512,,,8.40657397528241,-134.78542335096300,-9.402544175120740,-3.111299407523820,28.45418649109660,-25.432487705084900,3.37,1.62,,,,93.4,2568,6.7,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.8,,,,,,,,10,2,Slider,0,3,0,3,3,0,0,3,Standard,Standard,172,0,0.055
0,SL,2022-09-24,91.5,-1.66,5.71,"deGrom, Jacob",664913,594798,,swinging_strike,,,,,14,Seth Brown walks.   Vimael Machin to 3rd.    Sean Murphy to 2nd.,R,L,R,OAK,NYM,S,,,0,0,2022,-0.05,0.52,0.25,1.11,,605353,669221,1,1,Bot,,,,,621512,,,4.955950716250960,-133.13504981276100,-6.8681797375252000,-1.7117269024738000,28.973903666468100,-24.746713013087600,3.37,1.66,,,,91.9,2556,6.6,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.94,,,,,,,,10,1,Slider,0,3,0,3,3,0,0,3,Standard,Standard,183,0,-0.081
0,SL,2022-09-24,91.8,-1.53,5.62,"deGrom, Jacob",669221,594798,walk,ball,,,,,14,Sean Murphy walks.   Vimael Machin to 2nd.,R,R,R,OAK,NYM,B,,,3,1,2022,-0.13,0.49,0.28,1.36,,,605353,1,1,Bot,,,,,621512,,,4.9072297803730200,-133.50080229771300,-5.992597105621930,-2.6289361649017200,29.787820613062100,-25.1922568776885,3.39,1.56,,,,92.4,2564,6.7,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.76,,,0.7,1,0,0,,9,5,Slider,0,3,0,3,3,0,0,3,Standard,Standard,163,0.036,0.221
0,SL,2022-09-24,91.6,-1.69,5.66,"deGrom, Jacob",669221,594798,,ball,,,,,13,Sean Murphy walks.   Vimael Machin to 2nd.,R,R,R,OAK,NYM,B,,,1,0,2022,-0.12,0.51,-0.33,1.21,,,605353,1,1,Bot,,,,,621512,,,3.7228526776103000,-133.35792451559400,-6.526711510403160,-2.229116732622040,28.15209907714080,-24.917879169808700,3.39,1.6,,,,92.2,2504,6.6,662311,594798,621512,624413,641645,500871,596019,643446,592192,573131,53.93,,,,,,,,9,2,Slider,0,3,0,3,3,0,0,3,Standard,Standard,145,0,0.08
1,SL,2022-09-18,91.5,-1.39,5.67,"deGrom, Jacob",665833,594798,home_run,hit_into_play,,,,,14,Oneil Cruz homers (17) on a line drive to center field.   Zack Collins scores.    Jason Delay scores.,R,L,R,NYM,PIT,X,,line_drive,2,2,2022,0.38,0.45,0.49,1.69,,641470,641511,0,6,Top,161.94,46.22,,,621512,,,3.9423367922909400,-133.23770753157000,-5.236168822409160,3.840218605122130,25.553275363261500,-25.903357666999000,3.88,1.84,389,104,20,92.3,2557,6.5,662402,594798,621512,624413,641645,500871,596019,592192,607043,643446,54.04,0.557,0.745,2,1,0,3,6,45,6,Slider,3,0,0,3,3,3,3,3,Standard,Standard,172,-0.265,2.057
0,SL,2022-09-18,91.6,-1.57,5.53,"deGrom, Jacob",665833,594798,,blocked_ball,,,,,14,Oneil Cruz homers (17) on a line drive to center field.   Zack Collins scores.    Jason Delay scores.,R,L,R,NYM,PIT,B,,,1,0,2022,0.02,0.45,0.59,0.49,,641470,641511,0,6,Top,,,,,621512,,,5.454665761665600,-133.38774799199600,-7.984480253749160,-0.7399393833275350,23.472534527058700,-25.472887829995100,3.65,1.66,,,,92.9,2594,6.6,662402,594798,621512,624413,641645,500871,596019,592192,607043,643446,53.89,,,,,,,,45,2,Slider,3,0,0,3,0,3,0,3,Standard,Standard,168,0,0.121
0,SL,2022-09-18,91.3,-1.28,5.52,"deGrom, Jacob",641511,594798,,blocked_ball,,,,,14,Jason Delay singles on a line drive to right fielder Jeff McNeil.   Zack Collins to 2nd.,R,R,R,NYM,PIT,B,,,1,2,2022,0.26,0.44,1.97,-0.07,,,641470,0,6,Top,,,,,621512,,,7.6501982865858700,-132.68517425555000,-9.263088830569700,1.8492357925999500,22.46589817969750,-25.39617279315390,3.36,1.51,,,,92.3,2507,6.5,662402,594798,621512,624413,641645,500871,596019,592192,607043,643446,53.98,,,,,,,,44,7,Slider,3,0,0,3,0,3,0,3,Standard,Standard,179,0,0.085
1,SL,2022-09-18,89.7,-1.36,5.61,"deGrom, Jacob",641511,594798,,foul,,,,,9,Jason Delay singles on a line drive to right fielder Jeff McNeil.   Zack Collins to 2nd.,R,R,R,NYM,PIT,S,,,1,2,2022,0.34,0.49,0.76,1.93,,,641470,0,6,Top,,,,,621512,,,4.591283283415880,-130.59927040138300,-4.263481978612510,3.0038157909480200,24.714604463061400,-25.882730433685300,3.34,1.53,4,47.5,-29,91.2,2438,6.9,662402,594798,621512,624413,641645,500871,596019,592192,607043,643446,53.56,,,,,,,,44,6,Slider,3,0,0,3,0,3,0,3,Standard,Standard,174,0,0
0,SL,2022-09-18,89.4,-1.45,5.61,"deGrom, Jacob",641511,594798,,foul,,,,,14,Jason Delay singles on a line drive to right fielder Jeff McNeil.   Zack Collins to 2nd.,R,R,R,NYM,PIT,S,,,1,2,2022,0.53,0.3,1.02,2.24,,,641470,0,6,Top,,,,,621512,,,5.0102942493415500,-130.2202601398050,-2.979964095430670,4.988192281396380,26.44415341643060,-28.339419879344300,3.34,1.53,257,75.7,34,90,2464,6.5,662402,594798,621512,624413,641645,500871,596019,592192,607043,643446,53.97,,,,,,,,44,5,Slider,3,0,0,3,0,3,0,3,Standard,Standard,155,0,0
1,SL,2022-09-18,89.7,-1.42,5.62,"deGrom, Jacob",641511,594798,,foul,,,,,6,Jason Delay singles on a line drive to right fielder Jeff McNeil.   Zack Collins to 2nd.,R,R,R,NYM,PIT,S,,,1,1,2022,0.46,0.58,0.82,2.4,,,641470,0,6,Top,,,,,621512,,,4.589045315790400,-130.7053192362340,-3.3472897135261600,4.588504749372190,22.512870079725300,-24.98937849099820,3.34,1.53,201,73,25,90.9,2491,6.5,662402,594798,621512,624413,641645,500871,596019,592192,607043,643446,53.98,,,,,,,,44,3,Slider,3,0,0,3,0,3,0,3,Standard,Standard,148,0,-0.088
0,SL,2022-09-18,89.6,-1.46,5.6,"deGrom, Jacob",641511,594798,,swinging_strike,,,,,2,Jason Delay singles on a line drive to right fielder Jeff McNeil.   Zack Collins to 2nd.,R,R,R,NYM,PIT,S,,,1,0,2022,0.41,0.59,0.2,2.81,,,641470,0,6,Top,,,,,621512,,,3.2294782732991500,-130.5567695916000,-2.2356970138658000,4.145585476076270,23.41939541208350,-25.09979622087820,3.34,1.53,,,,90.3,2446,6.3,662402,594798,621512,624413,641645,500871,596019,592192,607043,643446,54.19,,,,,,,,44,2,Slider,3,0,0,3,0,3,0,3,Standard,Standard,169,0,-0.074
0,SL,2022-09-18,88.9,-1.58,5.63,"deGrom, Jacob",641511,594798,,ball,,,,,11,Jason Delay singles on a line drive to right fielder Jeff McNeil.   Zack Collins to 2nd.,R,R,R,NYM,PIT,B,,,0,0,2022,0.41,0.49,-1.19,3.21,,,641470,0,6,Top,,,,,621512,,,0.08930948984145260,-129.69587037114900,-1.0264741599120300,4.67296333978579,22.67239897237650,-26.620763252100200,3.43,1.51,,,,90,2436,6.5,662402,594798,621512,624413,641645,500871,596019,592192,607043,643446,54.04,,,,,,,,44,1,Slider,3,0,0,3,0,3,0,3,Standard,Standard,171,0,0.059
1,SL,2022-09-18,90.9,-1.42,5.68,"deGrom, Jacob",656185,594798,strikeout,swinging_strike,,,,,9,Greg Allen strikes out swinging.,R,L,R,NYM,PIT,S,2,,0,2,2022,0.21,0.44,0.68,1.89,,,,2,5,Top,,,,,621512,,,4.826750101955230,-132.39726459930400,-4.641914440619060,1.5825931041765600,25.248561982769400,-26.203319799249400,3.34,1.62,,,,91.7,2489,6.5,662402,594798,621512,624413,641645,500871,596019,592192,607043,643446,54.02,,,0,1,0,0,,38,5,Slider,3,0,0,3,0,3,0,3,Standard,Standard,161,0.009,-0.059
1,SL,2022-09-18,90.7,-1.46,5.65,"deGrom, Jacob",669261,594798,strikeout,called_strike,,,,,8,Jack Suwinski called out on strikes.,R,L,R,NYM,PIT,S,2,,3,2,2022,0.32,0.3,-0.02,1.88,,,,1,5,Top,,,,,621512,,,2.9329879590094800,-132.19344899626100,-4.242269724585590,3.2759518842870800,24.825063764232100,-28.035972363447500,3.41,1.5,,,,91.5,2612,6.4,662402,594798,621512,624413,641645,500871,596019,592192,607043,643446,54.07,,,0,1,0,0,,37,6,Slider,3,0,0,3,0,3,0,3,Standard,Standard,168,0.015,-0.207
0,SL,2022-09-18,91.9,-1.4,5.66,"deGrom, Jacob",669261,594798,,ball,,,,,14,Jack Suwinski called out on strikes.,R,L,R,NYM,PIT,B,,,2,2,2022,-0.03,0.39,0.81,0.65,,,,1,5,Top,,,,,621512,,,5.716222908481560,-133.68331827580600,-7.790742224291630,-1.5241808163596800,26.29131045837120,-26.133000469442100,3.39,1.37,,,,92.9,2549,6.7,662402,594798,621512,624413,641645,500871,596019,592192,607043,643446,53.81,,,,,,,,37,5,Slider,3,0,0,3,0,3,0,3,Standard,Standard,185,0,0.073
1,SL,2022-09-18,91.8,-1.42,5.66,"deGrom, Jacob",663647,594798,,ball,,,,,14,Ke'Bryan Hayes strikes out swinging.,R,R,R,NYM,PIT,B,,,1,2,2022,0.24,0.5,0.99,0.99,,,,0,5,Top,,,,,621512,,,5.575641531740990,-133.65876003142300,-7.153368878957770,1.9532267695567300,24.387275941437400,-25.006338735353100,3.33,1.58,,,,92.4,2648,6.3,662402,594798,621512,624413,641645,500871,596019,592192,607043,643446,54.22,,,,,,,,36,4,Slider,3,0,0,3,0,3,0,3,Standard,Standard,198,0,0.037
1,SL,2022-09-18,91.6,-1.51,5.63,"deGrom, Jacob",663647,594798,,called_strike,,,,,9,Ke'Bryan Hayes strikes out swinging.,R,R,R,NYM,PIT,S,,,0,1,2022,0.03,0.74,0.77,1.97,,,,0,5,Top,,,,,621512,,,5.7015926405133100,-133.30255232890000,-5.074690871755220,-0.7329024639529430,25.239635784978100,-22.468836788220900,3.3,1.56,,,,92.2,2482,6.4,662402,594798,621512,624413,641645,500871,596019,592192,607043,643446,54.11,,,,,,,,36,2,Slider,3,0,0,3,0,3,0,3,Standard,Standard,209,0,-0.046
0,SL,2022-09-18,90.9,-1.51,5.6,"deGrom, Jacob",666801,594798,,ball,,,,,14,"Rodolfo Castro grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",R,L,R,NYM,PIT,B,,,0,0,2022,0.22,0.44,0.47,0.34,,,,1,4,Top,,,,,621512,,,4.496191442168310,-132.21230555434200,-8.333358958568990,1.7763750029180000,25.24305650712620,-25.528077143065200,3.49,1.56,,,,91.8,2618,6.6,662402,594798,621512,624413,641645,500871,596019,592192,607043,643446,53.86,,,,,,,,29,1,Slider,3,0,0,3,0,3,0,3,Standard,Standard,168,0,0.023
1,SL,2022-09-18,92.1,-1.47,5.56,"deGrom, Jacob",668804,594798,strikeout,swinging_strike,,,,,14,Bryan Reynolds strikes out swinging.,R,L,R,NYM,PIT,S,2,,2,2,2022,0.55,0.31,0.85,1.89,,,,0,4,Top,,,,,621512,,,4.726814336066150,-134.1731074244550,-4.27384287816866,5.867010348305370,24.4640216372907,-27.805678763924000,3.33,1.56,,,,93.2,2700,6.5,662402,594798,621512,624413,641645,500871,596019,592192,607043,643446,53.97,,,0,1,0,0,,28,5,Slider,3,0,0,3,0,3,0,3,Standard,Standard,150,0.021,-0.195
