executed,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
1,SL,2022-08-18,92.5,-1.44,5.82,"deGrom, Jacob",518595,594798,strikeout,swinging_strike,,,,,14,Travis d'Arnaud strikes out swinging.,R,R,R,ATL,NYM,S,2,,2,2,2022,0.44,0.1,0.95,0.92,,,,0,2,Bot,,,,,543510,,,5.165701270111540,-134.60685728078000,-6.954704717187890,4.286429098335890,27.980108093186900,-29.721352519829000,3.36,1.52,,,,93.2,2588,6.6,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.92,,,0,1,0,0,,11,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,176,-0.023,-0.195
0,SL,2022-08-18,93.5,-1.52,5.73,"deGrom, Jacob",518595,594798,,ball,,,,,14,Travis d'Arnaud strikes out swinging.,R,R,R,ATL,NYM,B,,,1,2,2022,0.17,0.37,0.76,0.54,,,,0,2,Bot,,,,,543510,,,5.545772880948920,-136.01029027915900,-8.584624116527020,1.047619199704890,26.05405204422980,-26.002739897862300,3.44,1.56,,,,94.7,2578,6.7,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.75,,,,,,,,11,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,199,0,0.037
1,SL,2022-08-18,92.6,-1.56,5.83,"deGrom, Jacob",518595,594798,,ball,,,,,14,Travis d'Arnaud strikes out swinging.,R,R,R,ATL,NYM,B,,,0,2,2022,0.24,0.36,0.73,0.96,,,,0,2,Bot,,,,,543510,,,5.34185536943535,-134.75182583336300,-7.546646950919920,1.9248068362569000,26.141618911736500,-26.415135311752200,3.42,1.5,,,,93.6,2579,6.7,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.85,,,,,,,,11,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,149,0,0.017
1,SL,2022-08-18,92.5,-1.63,5.79,"deGrom, Jacob",518595,594798,,swinging_strike,,,,,9,Travis d'Arnaud strikes out swinging.,R,R,R,ATL,NYM,S,,,0,1,2022,0.2,0.34,0.79,1.62,,,,0,2,Bot,,,,,543510,,,5.740637358645450,-134.65040636893600,-5.661073204590310,1.3669907192579200,26.62620981330010,-27.058430367798000,3.36,1.52,,,,93.3,2555,6.6,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.94,,,,,,,,11,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,173,0,-0.046
1,SL,2022-08-18,91.9,-1.62,5.88,"deGrom, Jacob",518595,594798,,swinging_strike,,,,,6,Travis d'Arnaud strikes out swinging.,R,R,R,ATL,NYM,S,,,0,0,2022,0.26,0.37,0.8,2.3,,,,0,2,Bot,,,,,543510,,,5.571379668768960,-133.82195953150800,-4.07208844729645,2.058317190145660,26.637722182454800,-27.04933611806840,3.36,1.52,,,,92.5,2462,6.4,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,54.07,,,,,,,,11,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,176,0,-0.034
0,SL,2022-08-18,93,-1.54,5.73,"deGrom, Jacob",663586,594798,,swinging_strike,,,,,14,Austin Riley singles on a sharp ground ball to right fielder Starling Marte.,R,R,R,ATL,NYM,S,,,2,0,2022,0.27,0.32,0.27,1.08,,,,2,1,Bot,,,,,543510,,,4.09617852539687,-135.34559332943600,-6.954274879913300,2.506301973737760,26.772116976062300,-26.986292874124400,3.48,1.61,,,,93.8,2664,6.6,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.93,,,,,,,,6,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,140,0,-0.023
0,SL,2022-08-18,93,-1.51,5.86,"deGrom, Jacob",663586,594798,,ball,,,,,14,Austin Riley singles on a sharp ground ball to right fielder Starling Marte.,R,R,R,ATL,NYM,B,,,1,0,2022,0.3,0.42,1.53,1.7,,,,2,1,Bot,,,,,543510,,,7.17940564447835,-135.3576969840800,-5.909573460641220,2.229399955505710,26.890043611725300,-25.954525784274900,3.49,1.58,,,,93.8,2599,6.6,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.95,,,,,,,,6,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,163,0,0.023
1,SL,2022-08-18,93.9,-1.57,5.79,"deGrom, Jacob",663586,594798,,ball,,,,,14,Austin Riley singles on a sharp ground ball to right fielder Starling Marte.,R,R,R,ATL,NYM,B,,,0,0,2022,0.31,0.42,0.75,1.46,,,,2,1,Bot,,,,,543510,,,5.342832997368210,-136.67854913520300,-6.518088111266900,2.9172767096487200,26.86570981252840,-25.73717098972050,3.46,1.63,,,,94.9,2533,6.6,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.87,,,,,,,,6,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,175,0,0.015
1,SL,2022-08-18,92.9,-1.7,5.74,"deGrom, Jacob",660670,594798,,foul,,,,,14,Ronald Acuna Jr.  strikes out swinging.,R,R,R,ATL,NYM,S,,,0,1,2022,0.17,0.37,0.38,1.14,,,,0,1,Bot,,,,,543510,,,4.987464775230520,-135.23755924515700,-6.930027137358540,1.1080944704975400,26.109516925630700,-26.372005726716000,3.53,1.62,1,65.8,-51,93.9,2553,6.6,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.88,,,,,,,,4,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,188,0,-0.046
1,SL,2022-08-13,93.6,-1.39,5.46,"deGrom, Jacob",656555,594798,strikeout,swinging_strike,,,,,9,Rhys Hoskins strikes out swinging.,R,R,R,NYM,PHI,S,2,,0,2,2022,-0.07,0.37,0.51,1.73,,,681082,2,6,Top,,,,,621512,,,5.094662854102860,-136.28308857895500,-4.818669864596770,-1.8193631405505500,25.798588408635400,-26.757557623015500,3.54,1.68,,,,94.7,2557,6.6,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.9,,,0,1,0,0,,39,3,Slider,1,0,0,1,0,1,0,1,Standard,Standard,199,0.038,-0.135
1,SL,2022-08-13,92.1,-1.47,5.48,"deGrom, Jacob",681082,594798,single,hit_into_play,,,,,9,Bryson Stott singles on a line drive to center fielder Brandon Nimmo.,R,L,R,NYM,PHI,X,8,line_drive,1,1,2022,0.42,0.37,0.65,2.05,,,,2,6,Top,105.53,96.08,,,621512,,,4.4785843201019900,-134.14626252794700,-3.7380039786258300,4.254495104495130,26.982350719579300,-27.124266140223400,3.23,1.57,209,88.4,12,93.2,2532,6.7,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.77,0.754,0.7,0.9,1,1,0,4,38,3,Slider,1,0,0,1,0,1,0,1,Standard,Standard,176,-0.021,0.123
1,SL,2022-08-13,92.2,-1.37,5.52,"deGrom, Jacob",663837,594798,field_out,hit_into_play,,,,,9,"Matt Vierling grounds out sharply, second baseman Jeff McNeil to first baseman Pete Alonso.",R,R,R,NYM,PHI,X,4,ground_ball,0,0,2022,0.2,0.38,0.7,2.17,,,,1,6,Top,144.6,158.26,,,621512,,,4.837642382552300,-134.23461822715800,-3.5556422494636800,1.474667436616240,26.625108693455400,-27.07091465503250,3.45,1.73,76,105.8,2,92.8,2401,6.4,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,54.09,0.494,0.449,0,1,0,0,4,37,1,Slider,1,0,0,1,0,1,0,1,Standard,Standard,198,0.026,-0.156
0,SL,2022-08-13,91.9,-1.37,5.57,"deGrom, Jacob",665155,594798,field_out,hit_into_play,,,,,5,Nick Maton flies out to center fielder Brandon Nimmo.,R,L,R,NYM,PHI,X,8,fly_ball,2,2,2022,0.39,0.47,0.12,2.68,,,,0,6,Top,114.73,74.69,,,621512,,,2.958818807769030,-134.01036021425100,-2.5899302873473100,4.096589647290160,26.232870798823900,-26.20294353490950,3.19,1.54,310,87.2,35,92.8,2561,6.5,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,54.02,0.009,0.008,0,1,0,0,3,36,5,Slider,1,0,0,1,0,1,0,1,Standard,Standard,173,0.036,-0.195
0,SL,2022-08-13,92.3,-1.46,5.54,"deGrom, Jacob",665155,594798,,foul,,,,,5,Nick Maton flies out to center fielder Brandon Nimmo.,R,L,R,NYM,PHI,S,,,2,1,2022,0.4,0.63,0.03,2.33,,,,0,6,Top,,,,,621512,,,2.9359207639776800,-134.4933339859090,-3.825015543952420,4.372376283172990,24.78448987556300,-23.85659195612610,3.19,1.54,6,90.2,-21,93.2,2465,6.4,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,54.12,,,,,,,,36,4,Slider,1,0,0,1,0,1,0,1,Standard,Standard,192,0,-0.066
0,SL,2022-08-13,92.1,-1.35,5.56,"deGrom, Jacob",665155,594798,,ball,,,,,14,Nick Maton flies out to center fielder Brandon Nimmo.,R,L,R,NYM,PHI,B,,,1,1,2022,0.68,0.31,1.73,1.95,,,,0,6,Top,,,,,621512,,,6.366029036100030,-134.074623341518,-4.102894753528410,7.040986382302060,25.719311995979400,-27.731828296551100,3.17,1.52,,,,93,2561,6.6,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.95,,,,,,,,36,3,Slider,1,0,0,1,0,1,0,1,Standard,Standard,166,0,0.049
1,SL,2022-08-13,92.6,-1.29,5.52,"deGrom, Jacob",669016,594798,,swinging_strike,,,,,14,Brandon Marsh strikes out swinging.,R,L,R,NYM,PHI,S,,,1,1,2022,0.46,0.45,0.84,1.29,,,,2,5,Top,,,,,621512,,,4.4527863930585800,-134.79425241874800,-6.008470141687130,4.626431108099870,29.58424520132880,-25.544447401929800,3.32,1.63,,,,92.9,2581,6.5,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,54.01,,,,,,,,32,3,Slider,1,0,0,1,0,1,0,1,Standard,Standard,185,0,-0.023
1,SL,2022-08-13,92.9,-1.33,5.57,"deGrom, Jacob",592206,594798,strikeout,foul_tip,,,,,6,Nick Castellanos strikes out on a foul tip.,R,R,R,NYM,PHI,S,2,,1,2,2022,0.4,0.61,0.78,2.68,,,,0,5,Top,,,,,621512,,,4.5333013783554100,-135.34602159700100,-3.0452223287933700,4.090106872136450,25.12409579794720,-24.254665273430100,3.64,1.78,,,,93.8,2635,6.4,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,54.07,,,0,1,0,0,,30,4,Slider,1,0,0,1,0,1,0,1,Standard,Standard,187,0.032,-0.158
1,SL,2022-08-13,92.6,-1.38,5.52,"deGrom, Jacob",592206,594798,,swinging_strike,,,,,14,Nick Castellanos strikes out on a foul tip.,R,R,R,NYM,PHI,S,,,1,1,2022,0.31,0.51,1.25,2.43,,,,0,5,Top,,,,,621512,,,6.080679053576470,-134.82719564684800,-3.307822582300290,2.592829764984630,25.821845570585900,-25.42721967328350,3.64,1.78,,,,93.5,2510,6.5,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.98,,,,,,,,30,3,Slider,1,0,0,1,0,1,0,1,Standard,Standard,194,0,-0.054
0,SL,2022-08-13,92.4,-1.25,5.51,"deGrom, Jacob",592663,594798,field_out,hit_into_play,,,,,3,"J.T. Realmuto grounds out, third baseman Luis Guillorme to first baseman Pete Alonso.",R,R,R,NYM,PHI,X,5,ground_ball,1,0,2022,0.25,0.57,0.63,2.99,,,,2,4,Top,98.92,167.99,,,621512,,,4.277402557377540,-134.66599953728300,-1.9274737456191600,2.2706042878976100,25.9455909323967,-24.98932789526360,3.58,1.67,8,61.9,-19,93.3,2460,6.5,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,54.02,0.046,0.041,0,1,0,0,2,26,2,Slider,1,0,0,1,0,1,0,1,Standard,Standard,190,0.013,-0.114
1,SL,2022-08-13,92.1,-1.31,5.58,"deGrom, Jacob",656555,594798,field_out,hit_into_play,,,,,9,Rhys Hoskins flies out sharply to center fielder Brandon Nimmo.,R,R,R,NYM,PHI,X,8,fly_ball,2,2,2022,0.43,0.22,0.39,2.18,,,,0,4,Top,119.85,40.82,,,621512,,,3.4102872890936900,-134.28306224414900,-3.3884661293863600,4.609913455480210,24.912779447867800,-29.062837558906900,3.54,1.68,391,103.2,28,93.1,2682,6.5,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,54.02,0.757,1.496,0,1,0,0,6,24,5,Slider,1,0,0,1,0,1,0,1,Standard,Standard,166,0.028,-0.195
0,SL,2022-08-13,92.7,-1.31,5.5,"deGrom, Jacob",656555,594798,,ball,,,,,14,Rhys Hoskins flies out sharply to center fielder Brandon Nimmo.,R,R,R,NYM,PHI,B,,,1,2,2022,0.37,0.43,1.98,1.2,,,,0,4,Top,,,,,621512,,,7.654407510730260,-134.87862885100300,-6.252055392014150,3.2159199734638900,24.278337035325000,-25.928542858276200,3.49,1.68,,,,94,2586,6.7,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.83,,,,,,,,24,4,Slider,1,0,0,1,0,1,0,1,Standard,Standard,180,0,0.037
1,SL,2022-08-13,93,-1.2,5.58,"deGrom, Jacob",663837,594798,field_out,hit_into_play,,,,,14,"Matt Vierling grounds out, second baseman Jeff McNeil to first baseman Pete Alonso.",R,R,R,NYM,PHI,X,4,ground_ball,1,2,2022,0.28,0.56,1.41,1.5,,,,1,3,Top,137.41,163.61,,,621512,,,6.1163467869943400,-135.51683259605200,-6.073997661221470,2.4883374822140700,22.91651520653360,-24.236385451697300,3.45,1.73,2,68,-29,94.3,2596,6.5,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,54.01,0.054,0.059,0,1,0,0,2,19,4,Slider,1,0,0,1,0,1,0,1,Standard,Standard,196,0.018,-0.112
0,SL,2022-08-13,93,-1.36,5.47,"deGrom, Jacob",663837,594798,,ball,,,,,12,"Matt Vierling grounds out, second baseman Jeff McNeil to first baseman Pete Alonso.",R,R,R,NYM,PHI,B,,,0,2,2022,0.35,0.44,1.6,2.54,,,,1,3,Top,,,,,621512,,,6.856628397907800,-135.41532966387600,-2.8409341736308600,3.1367908684374500,24.032486482747300,-26.33811909676660,3.29,1.68,,,,94.4,2659,6.7,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.83,,,,,,,,19,3,Slider,1,0,0,1,0,1,0,1,Standard,Standard,171,0,0.011
1,SL,2022-08-13,92.1,-1.35,5.54,"deGrom, Jacob",665155,594798,strikeout,swinging_strike,,,,,8,Nick Maton strikes out swinging.,R,L,R,NYM,PHI,S,2,,0,2,2022,0.34,0.58,0.2,1.44,,,,0,3,Top,,,,,621512,,,3.210430555847510,-134.23279872281400,-5.9811146946875100,3.60832552756281,25.118194408024800,-24.158263147870800,3.19,1.54,,,,93.3,2583,6.6,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.9,,,0,1,0,0,,18,4,Slider,1,0,0,1,0,1,0,1,Infield shift,Standard,189,0.026,-0.141
1,SL,2022-08-13,89.8,-1.39,5.61,"deGrom, Jacob",665155,594798,,foul,,,,,9,Nick Maton strikes out swinging.,R,L,R,NYM,PHI,S,,,0,2,2022,0.5,0.29,0.29,1.76,,,,0,3,Top,,,,,621512,,,3.1255219848158400,-130.82183494388300,-4.24528559572752,5.171715449015980,25.27201375731200,-28.151712526446100,3.19,1.54,16,86.7,-5,90.4,2670,6.4,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,54.09,,,,,,,,18,3,Slider,1,0,0,1,0,1,0,1,Standard,Standard,148,0,0
1,SL,2022-08-13,90.9,-1.42,5.58,"deGrom, Jacob",665155,594798,,swinging_strike,,,,,14,Nick Maton strikes out swinging.,R,L,R,NYM,PHI,S,,,0,1,2022,0.58,0.19,0.73,1.34,,,,0,3,Top,,,,,621512,,,4.175588981969540,-132.3384790865520,-5.185084071389600,5.972245012648670,26.740939069197500,-29.096899624337500,3.19,1.54,,,,91.6,2617,6.6,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.91,,,,,,,,18,2,Slider,1,0,0,1,0,1,0,1,Standard,Standard,170,0,-0.046
1,SL,2022-08-13,90.8,-1.42,5.58,"deGrom, Jacob",665155,594798,,swinging_strike,,,,,14,Nick Maton strikes out swinging.,R,L,R,NYM,PHI,S,,,0,0,2022,0.39,0.47,0.69,0.99,,,,0,3,Top,,,,,621512,,,4.488537789241480,-132.1813423416000,-6.640385063430640,3.6399879354921300,26.74750806191920,-25.497932013643600,3.19,1.54,,,,91.4,2643,6.5,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,54,,,,,,,,18,1,Slider,1,0,0,1,0,1,0,1,Standard,Standard,166,0,-0.034
0,SL,2022-08-13,93.1,-1.24,5.54,"deGrom, Jacob",669016,594798,,foul,,,,,14,Brandon Marsh strikes out on a foul tip.,R,L,R,NYM,PHI,S,,,1,2,2022,0.34,0.38,0.93,1.97,,,,2,2,Top,,,,,621512,,,4.865641696562190,-135.6586014659550,-4.331041603676120,3.2485023308827000,26.467067595811800,-26.76021074711980,3.32,1.63,67,101.2,1,94.1,2632,6.6,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.93,,,,,,,,12,5,Slider,1,0,0,1,0,1,0,1,Infield shift,Standard,181,0,0
0,SL,2022-08-13,92.9,-1.23,5.53,"deGrom, Jacob",669016,594798,,foul,,,,,14,Brandon Marsh strikes out on a foul tip.,R,L,R,NYM,PHI,S,,,1,2,2022,0.38,0.43,0.89,2.37,,,,2,2,Top,,,,,621512,,,4.6243419354855200,-135.21692496673,-3.3048342051719900,3.720848401153060,28.61694252809770,-26.40156444214810,3.32,1.63,310,105.2,49,93.7,2648,6.7,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.82,,,,,,,,12,4,Slider,1,0,0,1,0,1,0,1,Infield shift,Standard,163,0,0
0,SL,2022-08-13,93.1,-1.27,5.5,"deGrom, Jacob",669016,594798,,ball,,,,,14,Brandon Marsh strikes out on a foul tip.,R,L,R,NYM,PHI,B,,,0,2,2022,0.3,0.42,1.58,1.15,,,,2,2,Top,,,,,621512,,,6.6952201835024700,-135.39147513964700,-6.364182417682490,2.3305230020480900,28.62413100158260,-25.829114458266500,3.11,1.33,,,,93.8,2630,6.6,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.87,,,,,,,,12,3,Slider,1,0,0,1,0,1,0,1,Infield shift,Standard,156,0,0.011
1,SL,2022-08-13,94.2,-1.4,5.5,"deGrom, Jacob",669016,594798,,foul,,,,,9,Brandon Marsh strikes out on a foul tip.,R,L,R,NYM,PHI,S,,,0,1,2022,0.14,0.57,0.63,1.92,,,,2,2,Top,,,,,621512,,,4.973955614119730,-137.1509926191620,-4.915534981514870,0.7245035332418000,29.551296812070200,-24.071482703686600,3.32,1.63,3,88.7,-31,94.8,2526,6.6,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.95,,,,,,,,12,2,Slider,1,0,0,1,0,1,0,1,Standard,Standard,198,0,-0.023
1,SL,2022-08-13,93.3,-1.37,5.46,"deGrom, Jacob",669742,594798,strikeout,swinging_strike_blocked,,,,,14,Darick Hall strikes out swinging.,R,L,R,NYM,PHI,S,2,,3,2,2022,0.39,0.31,1.23,0.64,,,,1,2,Top,,,,,621512,,,5.872315509881750,-135.63932133879400,-7.341637600919820,3.4544432337811800,30.07384724285150,-26.909721210480200,3.55,1.76,,,,93.8,2463,6.7,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.82,,,0,1,0,0,,11,8,Slider,1,0,0,1,0,1,0,1,Infield shift,Standard,197,0.017,-0.207
0,SL,2022-08-13,92.3,-1.25,5.55,"deGrom, Jacob",669742,594798,,ball,,,,,14,Darick Hall strikes out swinging.,R,L,R,NYM,PHI,B,,,2,2,2022,0.48,0.45,1.43,1.68,,,,1,2,Top,,,,,621512,,,5.799488905099460,-134.31829874919100,-5.07096475272192,4.7051948563724300,26.219541858195100,-25.926264104993900,3.43,1.6,,,,93.1,2645,6.5,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.97,,,,,,,,11,6,Slider,1,0,0,1,0,1,0,1,Infield shift,Standard,158,0,0.073
1,SL,2022-08-13,94.4,-1.32,5.52,"deGrom, Jacob",592206,594798,strikeout,swinging_strike,,,,,14,Nick Castellanos strikes out swinging.,R,R,R,NYM,PHI,S,2,,1,2,2022,0.32,0.55,1.4,1.72,,,,0,2,Top,,,,,621512,,,6.3843853098998400,-137.29584600243200,-5.419232899889860,2.6242414498758000,31.37130185705660,-24.14340138508830,3.64,1.78,,,,94.8,2617,6.6,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.9,,,0,1,0,0,,10,4,Slider,1,0,0,1,0,1,0,1,Standard,Standard,187,0.024,-0.158
0,SL,2022-08-13,91.7,-1.37,5.58,"deGrom, Jacob",592663,594798,strikeout,called_strike,,,,,2,J.T. Realmuto called out on strikes.,R,R,R,NYM,PHI,S,2,,0,2,2022,0.5,0.31,-0.11,3.34,,,664761,2,1,Top,,,,,621512,,,2.1059104479356200,-133.7080647720320,-0.5766409664544360,5.759933120368350,23.761508539661500,-28.490667766201200,3.37,1.55,,,,92.5,2587,6.3,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,54.21,,,0,1,0,0,,4,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,166,0.022,-0.135
1,SL,2022-08-13,94.3,-1.31,5.48,"deGrom, Jacob",592663,594798,,foul,,,,,14,J.T. Realmuto called out on strikes.,R,R,R,NYM,PHI,S,,,0,1,2022,0.32,0.53,1.09,2.05,,,664761,2,1,Top,,,,,621512,,,5.542703510082140,-137.16879567653100,-4.416386823127430,2.844200437307310,30.447931433783800,-24.672007648368600,3.58,1.67,4,69.3,-29,94.8,2592,6.6,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.88,,,,,,,,4,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,188,0,-0.048
1,SL,2022-08-13,92.7,-1.31,5.56,"deGrom, Jacob",592663,594798,,called_strike,,,,,3,J.T. Realmuto called out on strikes.,R,R,R,NYM,PHI,S,,,0,0,2022,0.21,0.62,0.74,3.01,,,664761,2,1,Top,,,,,621512,,,4.801916003601020,-134.91811063441900,-2.084374782969460,1.5473248368044400,29.47147310718000,-24.408375628292100,3.46,1.6,,,,93,2605,6.5,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,54.02,,,,,,,,4,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,186,0,-0.035
1,SL,2022-08-13,93.6,-1.41,5.51,"deGrom, Jacob",664761,594798,,foul,,,,,14,"Alec Bohm grounds into a force out, shortstop Francisco Lindor to second baseman Jeff McNeil.   Rhys Hoskins out at 2nd.    Alec Bohm to 1st.",R,R,R,NYM,PHI,S,,,0,1,2022,0.26,0.49,0.88,2.04,,,656555,1,1,Top,,,,,621512,,,5.363745296010790,-136.18489847561600,-4.348054985619230,2.1548914967090300,28.892765650897400,-25.289435085279600,3.43,1.57,7,74.8,-16,94.4,2650,6.7,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.81,,,,,,,,3,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,192,0,-0.068
0,SL,2022-08-13,93.8,-1.42,5.46,"deGrom, Jacob",681082,594798,,ball,,,,,14,Bryson Stott called out on strikes.,R,L,R,NYM,PHI,B,,,2,1,2022,0.36,0.33,0.59,0.66,,,,0,1,Top,,,,,621512,,,4.410331131140860,-136.48120107911200,-7.449561287989390,3.5842508011090300,30.1747318824589,-26.631769771056100,3.09,1.45,,,,94.4,2515,6.7,662428,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.84,,,,,,,,1,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,201,0,0.114
1,SL,2022-08-07,92.2,-1.46,5.42,"deGrom, Jacob",501303,594798,,ball,,,,,14,Ehire Adrianza walks.,R,L,R,NYM,ATL,B,,,1,0,2022,0.24,0.33,0.86,1.31,,,,2,6,Top,,,,,621512,,,5.43835789021839,-134.17097266526800,-5.390192803555040,1.7240273008241500,27.76004850443420,-27.259145313552200,3.19,1.53,,,,93,2544,6.7,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.83,,,,,,,,46,2,Slider,5,0,0,5,0,5,0,5,Infield shift,Standard,192,0,0.023
0,SL,2022-08-07,93.2,-1.33,5.58,"deGrom, Jacob",671739,594798,,ball,,,,,14,Michael Harris II strikes out swinging.,R,L,R,NYM,ATL,B,,,1,2,2022,0.35,0.4,1.85,0.51,,,,1,6,Top,,,,,621512,,,7.451728257116800,-135.36945045696400,-8.174531960299610,2.7636983151637800,28.887157929977100,-25.670872567856700,3.61,1.74,,,,93.9,2539,6.8,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.75,,,,,,,,45,6,Slider,5,0,0,5,0,5,0,5,Standard,Standard,195,0,0.023
1,SL,2022-08-07,92.2,-1.19,5.55,"deGrom, Jacob",671739,594798,,foul,,,,,14,Michael Harris II strikes out swinging.,R,L,R,NYM,ATL,S,,,1,2,2022,0.5,0.24,0.52,1.34,,,,1,6,Top,,,,,621512,,,3.290390207854830,-134.25505255031600,-5.4467852515437800,5.373185947705000,28.716480386729200,-28.26306535693360,3.48,1.59,3,108.8,-26,92.9,2640,6.6,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.86,,,,,,,,45,5,Slider,5,0,0,5,0,5,0,5,Standard,Standard,143,0,0
1,SL,2022-08-07,93.1,-1.4,5.55,"deGrom, Jacob",671739,594798,,foul,,,,,14,Michael Harris II strikes out swinging.,R,L,R,NYM,ATL,S,,,1,2,2022,0.41,0.52,0.91,2.02,,,,1,6,Top,,,,,621512,,,5.080260194951850,-135.6425070296820,-4.531948393406330,4.095813332110900,27.448984078397800,-24.954097530895000,3.48,1.59,4,104.5,-29,94.2,2485,6.7,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.82,,,,,,,,45,4,Slider,5,0,0,5,0,5,0,5,Standard,Standard,171,0,0
1,SL,2022-08-07,93.9,-1.38,5.47,"deGrom, Jacob",671739,594798,,swinging_strike,,,,,14,Michael Harris II strikes out swinging.,R,L,R,NYM,ATL,S,,,1,0,2022,0.44,0.46,1.18,1,,,,1,6,Top,,,,,621512,,,5.715967193682990,-136.56874872657900,-6.940806784168610,4.383486175467580,28.63969801959150,-25.09972443236350,3.48,1.59,,,,94.9,2356,6.8,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.72,,,,,,,,45,2,Slider,5,0,0,5,0,5,0,5,Standard,Standard,199,0,-0.031
